year_month,year,month,carrier,carrier_name,airport_code,city,state,airport_full_name,airport_name_cleansed,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,delay_rate,avg_delay_min,season,date
2021-12-01,2021,12,9E,Endeavor Air Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,3705.0,388.0,96.28,29.68,101.87,0.0,160.18,12.0,4.0,30500.0,10300.0,2853.0,4638.0,0.0,12709.0,10.472334682860998,8.232118758434549,Winter,2021-12-01
2021-12-01,2021,12,9E,Endeavor Air Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,92.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,123.0,60.0,0.0,63.0,0.0,0.0,4.3478260869565215,1.3369565217391304,Winter,2021-12-01
2021-12-01,2021,12,9E,Endeavor Air Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,3.0,1.0,0.12,0.0,0.44,0.0,0.44,0.0,0.0,41.0,5.0,0.0,18.0,0.0,18.0,33.33333333333333,13.666666666666666,Winter,2021-12-01
2021-12-01,2021,12,9E,Endeavor Air Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,116.0,18.0,4.35,0.97,9.33,0.0,3.35,0.0,0.0,994.0,208.0,66.0,441.0,0.0,279.0,15.517241379310345,8.568965517241379,Winter,2021-12-01
2021-12-01,2021,12,9E,Endeavor Air Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,2259.0,174.0,49.06,4.8,75.72,0.0,44.42,4.0,2.0,11040.0,3392.0,449.0,3826.0,0.0,3373.0,7.702523240371846,4.887118193891102,Winter,2021-12-01
2021-12-01,2021,12,9E,Endeavor Air Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,37.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,5.405405405405405,2.135135135135135,Winter,2021-12-01
2021-12-01,2021,12,AA,American Airlines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,718.0,130.0,60.9,0.0,19.44,1.87,47.79,1.0,0.0,10649.0,4739.0,0.0,556.0,42.0,5312.0,18.105849582172702,14.831476323119777,Winter,2021-12-01
2021-12-01,2021,12,AA,American Airlines Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,7827.0,949.0,369.1,14.43,215.2,8.12,342.15,39.0,7.0,67795.0,31313.0,1241.0,6904.0,285.0,28052.0,12.12469656317874,8.661683914654402,Winter,2021-12-01
2021-12-01,2021,12,AA,American Airlines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,816.0,159.0,56.29,1.78,57.11,1.0,42.82,2.0,0.0,8131.0,2527.0,172.0,2370.0,18.0,3044.0,19.485294117647058,9.964460784313726,Winter,2021-12-01
2021-12-01,2021,12,AA,American Airlines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,11780.0,1720.0,619.02,38.5,342.27,11.32,708.89,60.0,4.0,147757.0,67004.0,2849.0,10980.0,388.0,66536.0,14.60101867572156,12.543039049235993,Winter,2021-12-01
2021-12-01,2021,12,AA,American Airlines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,602.0,128.0,47.31,0.52,58.86,0.0,21.31,7.0,1.0,5805.0,2302.0,22.0,2236.0,0.0,1245.0,21.262458471760798,9.642857142857142,Winter,2021-12-01
2021-12-01,2021,12,AA,American Airlines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,2770.0,587.0,220.35,6.97,221.28,5.45,132.95,16.0,8.0,38160.0,17691.0,589.0,7911.0,390.0,11579.0,21.191335740072205,13.776173285198556,Winter,2021-12-01
2021-12-01,2021,12,AA,American Airlines Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,1946.0,294.0,109.63,3.16,97.85,3.01,80.35,30.0,0.0,15900.0,6047.0,295.0,4032.0,161.0,5365.0,15.107913669064748,8.17060637204522,Winter,2021-12-01
2021-12-01,2021,12,AA,American Airlines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1517.0,271.0,112.27,2.04,62.57,1.46,92.66,4.0,1.0,12870.0,5068.0,150.0,2016.0,107.0,5529.0,17.86420566908372,8.483849703361898,Winter,2021-12-01
2021-12-01,2021,12,AA,American Airlines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,4112.0,565.0,186.45,11.78,139.84,4.85,222.08,36.0,5.0,44656.0,17064.0,849.0,5185.0,139.0,21419.0,13.740272373540858,10.859922178988327,Winter,2021-12-01
2021-12-01,2021,12,AA,American Airlines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,730.0,170.0,56.55,0.93,89.93,0.19,22.39,2.0,5.0,8295.0,3415.0,42.0,2867.0,21.0,1950.0,23.28767123287671,11.363013698630137,Winter,2021-12-01
2021-12-01,2021,12,AS,Alaska Airlines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,92.0,29.0,11.08,2.59,9.42,0.0,5.91,5.0,0.0,1837.0,643.0,196.0,557.0,0.0,441.0,31.521739130434785,19.967391304347824,Winter,2021-12-01
2021-12-01,2021,12,AS,Alaska Airlines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,129.0,31.0,11.18,2.25,10.96,0.0,6.61,12.0,1.0,2215.0,919.0,351.0,695.0,0.0,250.0,24.031007751937985,17.170542635658915,Winter,2021-12-01
2021-12-01,2021,12,AS,Alaska Airlines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,93.0,32.0,16.77,2.9,8.55,0.0,3.77,7.0,0.0,1974.0,913.0,438.0,443.0,0.0,180.0,34.40860215053764,21.225806451612904,Winter,2021-12-01
2021-12-01,2021,12,AS,Alaska Airlines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,321.0,112.0,27.77,3.34,67.75,1.0,12.14,14.0,0.0,6178.0,1729.0,870.0,2916.0,40.0,623.0,34.890965732087224,19.246105919003114,Winter,2021-12-01
2021-12-01,2021,12,AS,Alaska Airlines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,884.0,284.0,89.63,7.19,103.9,4.0,79.27,33.0,4.0,18757.0,6436.0,723.0,4573.0,214.0,6811.0,32.126696832579185,21.218325791855204,Winter,2021-12-01
2021-12-01,2021,12,AS,Alaska Airlines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,171.0,53.0,18.38,6.38,24.07,0.0,4.17,6.0,0.0,2955.0,1161.0,541.0,977.0,0.0,276.0,30.994152046783626,17.280701754385966,Winter,2021-12-01
2021-12-01,2021,12,AS,Alaska Airlines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,189.0,43.0,22.37,2.78,8.39,0.0,9.47,9.0,0.0,2543.0,1239.0,385.0,391.0,0.0,528.0,22.75132275132275,13.455026455026456,Winter,2021-12-01
2021-12-01,2021,12,AS,Alaska Airlines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,988.0,260.0,65.37,6.38,112.45,5.22,70.59,55.0,5.0,15472.0,4671.0,452.0,4125.0,325.0,5899.0,26.31578947368421,15.65991902834008,Winter,2021-12-01
2021-12-01,2021,12,B6,JetBlue Airways,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,216.0,78.0,51.26,0.0,10.47,0.0,16.28,8.0,0.0,5350.0,3777.0,0.0,380.0,0.0,1193.0,36.11111111111111,24.76851851851852,Winter,2021-12-01
2021-12-01,2021,12,B6,JetBlue Airways,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,60.0,11.0,6.55,0.0,1.48,0.0,2.96,4.0,0.0,874.0,579.0,0.0,34.0,0.0,261.0,18.333333333333332,14.566666666666666,Winter,2021-12-01
2021-12-01,2021,12,B6,JetBlue Airways,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,124.0,49.0,22.49,0.0,21.36,0.0,5.16,6.0,0.0,3565.0,1789.0,0.0,1071.0,0.0,705.0,39.516129032258064,28.75,Winter,2021-12-01
2021-12-01,2021,12,B6,JetBlue Airways,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,70.0,20.0,12.39,0.0,4.18,0.0,3.44,3.0,0.0,1279.0,820.0,0.0,97.0,0.0,362.0,28.57142857142857,18.271428571428572,Winter,2021-12-01
2021-12-01,2021,12,B6,JetBlue Airways,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,984.0,382.0,109.7,1.93,134.3,0.36,135.7,62.0,11.0,28762.0,10274.0,220.0,6222.0,7.0,12039.0,38.82113821138211,29.229674796747968,Winter,2021-12-01
2021-12-01,2021,12,B6,JetBlue Airways,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,851.0,298.0,115.28,0.31,132.42,1.0,49.0,36.0,11.0,20468.0,9802.0,60.0,5721.0,40.0,4845.0,35.01762632197415,24.051703877790835,Winter,2021-12-01
2021-12-01,2021,12,B6,JetBlue Airways,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,923.0,257.0,88.58,0.0,97.66,1.5,69.26,46.0,0.0,17230.0,6699.0,0.0,4334.0,61.0,6136.0,27.843986998916577,18.66738894907909,Winter,2021-12-01
2021-12-01,2021,12,B6,JetBlue Airways,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1279.0,444.0,219.12,0.03,73.84,2.24,148.77,54.0,1.0,30795.0,14871.0,5.0,2984.0,122.0,12813.0,34.71462079749805,24.077404222048475,Winter,2021-12-01
2021-12-01,2021,12,B6,JetBlue Airways,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,105.0,28.0,19.76,0.89,4.7,0.0,2.65,4.0,0.0,1964.0,1452.0,115.0,177.0,0.0,220.0,26.666666666666668,18.704761904761906,Winter,2021-12-01
2021-12-01,2021,12,B6,JetBlue Airways,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,417.0,123.0,50.87,1.04,56.02,2.41,12.66,13.0,7.0,6663.0,3347.0,88.0,2106.0,133.0,989.0,29.496402877697843,15.97841726618705,Winter,2021-12-01
2021-12-01,2021,12,DL,Delta Air Lines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,16475.0,2205.0,834.1,71.88,442.18,2.82,854.01,291.0,12.0,163565.0,82981.0,8857.0,16367.0,91.0,55269.0,13.38391502276176,9.928072837632778,Winter,2021-12-01
2021-12-01,2021,12,DL,Delta Air Lines Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,482.0,88.0,51.37,3.7,17.48,0.0,15.45,11.0,0.0,5337.0,3574.0,415.0,551.0,0.0,797.0,18.25726141078838,11.072614107883817,Winter,2021-12-01
2021-12-01,2021,12,DL,Delta Air Lines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,881.0,247.0,83.58,16.49,102.06,0.0,44.88,30.0,2.0,17691.0,5865.0,3110.0,4758.0,0.0,3958.0,28.036322360953463,20.080590238365495,Winter,2021-12-01
2021-12-01,2021,12,DL,Delta Air Lines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,809.0,135.0,64.69,5.0,29.58,1.0,34.73,15.0,0.0,7932.0,3851.0,804.0,1129.0,33.0,2115.0,16.68726823238566,9.80469715698393,Winter,2021-12-01
2021-12-01,2021,12,DL,Delta Air Lines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,394.0,62.0,31.13,4.2,19.26,0.0,7.41,6.0,0.0,2772.0,1414.0,236.0,857.0,0.0,265.0,15.736040609137056,7.035532994923858,Winter,2021-12-01
2021-12-01,2021,12,DL,Delta Air Lines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,2345.0,697.0,199.03,24.6,364.09,3.0,106.29,59.0,4.0,56310.0,22699.0,4033.0,17482.0,130.0,11966.0,29.722814498933904,24.01279317697228,Winter,2021-12-01
2021-12-01,2021,12,DL,Delta Air Lines Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,1976.0,251.0,110.38,8.07,57.66,0.0,74.88,36.0,2.0,16578.0,8252.0,432.0,2474.0,0.0,5420.0,12.70242914979757,8.389676113360323,Winter,2021-12-01
2021-12-01,2021,12,DL,Delta Air Lines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1561.0,309.0,162.21,11.54,79.38,2.55,53.32,31.0,2.0,20332.0,12510.0,1563.0,3057.0,170.0,3032.0,19.795003203074952,13.02498398462524,Winter,2021-12-01
2021-12-01,2021,12,DL,Delta Air Lines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,901.0,207.0,91.76,9.37,66.74,0.56,38.58,17.0,3.0,11989.0,5713.0,1020.0,2559.0,49.0,2648.0,22.97447280799112,13.306326304106548,Winter,2021-12-01
2021-12-01,2021,12,DL,Delta Air Lines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,772.0,228.0,93.58,14.84,92.24,0.77,26.57,16.0,1.0,12776.0,6046.0,1124.0,3430.0,60.0,2116.0,29.533678756476682,16.54922279792746,Winter,2021-12-01
2021-11-01,2021,11,9E,Endeavor Air Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,3339.0,245.0,110.41,7.42,64.9,1.0,61.27,3.0,0.0,17197.0,10705.0,671.0,2016.0,15.0,3790.0,7.337526205450734,5.150344414495358,Fall,2021-11-01
2021-11-01,2021,11,9E,Endeavor Air Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,103.0,7.0,3.78,0.0,3.22,0.0,0.0,0.0,0.0,242.0,144.0,0.0,98.0,0.0,0.0,6.796116504854369,2.349514563106796,Fall,2021-11-01
2021-11-01,2021,11,9E,Endeavor Air Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,146.0,20.0,5.18,0.0,13.2,0.0,1.61,1.0,1.0,924.0,292.0,0.0,527.0,0.0,105.0,13.698630136986301,6.328767123287672,Fall,2021-11-01
2021-11-01,2021,11,9E,Endeavor Air Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,2321.0,282.0,63.23,9.0,136.71,0.0,73.06,1.0,6.0,14199.0,5325.0,672.0,4084.0,0.0,4118.0,12.149935372684189,6.117621714778113,Fall,2021-11-01
2021-11-01,2021,11,9E,Endeavor Air Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,57.0,6.0,2.88,0.64,2.48,0.0,0.0,0.0,0.0,212.0,127.0,30.0,55.0,0.0,0.0,10.526315789473683,3.719298245614035,Fall,2021-11-01
2021-11-01,2021,11,AA,American Airlines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,765.0,135.0,67.49,0.0,17.6,0.0,49.91,8.0,1.0,7275.0,3156.0,0.0,613.0,0.0,3506.0,17.647058823529413,9.509803921568627,Fall,2021-11-01
2021-11-01,2021,11,AA,American Airlines Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,8267.0,841.0,377.17,10.4,81.08,6.39,365.96,169.0,5.0,68973.0,38851.0,528.0,2512.0,323.0,26759.0,10.1729768960929,8.343171646304585,Fall,2021-11-01
2021-11-01,2021,11,AA,American Airlines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,809.0,117.0,62.02,0.57,23.52,0.45,30.44,21.0,3.0,5010.0,2709.0,16.0,552.0,24.0,1709.0,14.462299134734241,6.19283065512979,Fall,2021-11-01
2021-11-01,2021,11,AA,American Airlines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,11695.0,1469.0,607.61,13.62,173.74,7.3,666.73,235.0,22.0,117359.0,55479.0,1241.0,5258.0,224.0,55157.0,12.560923471569046,10.034972210346302,Fall,2021-11-01
2021-11-01,2021,11,AA,American Airlines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,570.0,134.0,53.15,1.24,54.13,1.36,24.12,16.0,2.0,7362.0,3541.0,47.0,1960.0,100.0,1714.0,23.50877192982456,12.91578947368421,Fall,2021-11-01
2021-11-01,2021,11,AA,American Airlines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,2733.0,352.0,168.62,4.37,55.65,6.25,117.11,23.0,1.0,22931.0,10896.0,296.0,1820.0,247.0,9672.0,12.879619465788512,8.390413465056714,Fall,2021-11-01
2021-11-01,2021,11,AA,American Airlines Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,1997.0,366.0,157.42,6.06,98.21,1.88,102.42,58.0,8.0,19882.0,9721.0,216.0,3085.0,93.0,6767.0,18.327491236855284,9.955933900851276,Fall,2021-11-01
2021-11-01,2021,11,AA,American Airlines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1446.0,253.0,104.77,1.59,60.06,2.2,84.39,18.0,0.0,14460.0,6912.0,70.0,1765.0,105.0,5608.0,17.496542185338864,10.0,Fall,2021-11-01
2021-11-01,2021,11,AA,American Airlines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,4171.0,521.0,231.66,4.55,85.88,3.42,195.49,90.0,2.0,37291.0,19302.0,130.0,2403.0,165.0,15291.0,12.491009350275712,8.94054183649005,Fall,2021-11-01
2021-11-01,2021,11,AA,American Airlines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,776.0,109.0,41.09,2.0,20.06,2.2,43.64,17.0,0.0,7154.0,2927.0,220.0,552.0,64.0,3391.0,14.04639175257732,9.219072164948454,Fall,2021-11-01
2021-11-01,2021,11,AS,Alaska Airlines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,90.0,15.0,6.63,0.0,4.62,0.0,3.75,0.0,0.0,672.0,262.0,0.0,133.0,0.0,277.0,16.666666666666664,7.466666666666667,Fall,2021-11-01
2021-11-01,2021,11,AS,Alaska Airlines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,142.0,16.0,7.88,0.0,3.26,0.0,4.86,1.0,0.0,821.0,478.0,0.0,72.0,0.0,271.0,11.267605633802818,5.78169014084507,Fall,2021-11-01
2021-11-01,2021,11,AS,Alaska Airlines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,137.0,25.0,15.99,0.0,3.44,0.0,5.58,0.0,0.0,1027.0,715.0,0.0,80.0,0.0,232.0,18.248175182481752,7.4963503649635035,Fall,2021-11-01
2021-11-01,2021,11,AS,Alaska Airlines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,283.0,88.0,23.33,0.0,60.14,0.0,4.53,7.0,0.0,4441.0,1893.0,0.0,1977.0,0.0,571.0,31.09540636042403,15.692579505300353,Fall,2021-11-01
2021-11-01,2021,11,AS,Alaska Airlines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,808.0,165.0,50.55,1.42,61.81,0.0,51.22,9.0,2.0,9025.0,3624.0,42.0,2096.0,0.0,3263.0,20.42079207920792,11.169554455445544,Fall,2021-11-01
2021-11-01,2021,11,AS,Alaska Airlines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,151.0,37.0,10.99,0.69,20.42,0.0,4.9,0.0,0.0,1105.0,458.0,11.0,532.0,0.0,104.0,24.503311258278146,7.317880794701987,Fall,2021-11-01
2021-11-01,2021,11,AS,Alaska Airlines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,220.0,35.0,16.99,0.09,8.45,0.0,9.47,3.0,0.0,1526.0,886.0,4.0,311.0,0.0,325.0,15.909090909090908,6.9363636363636365,Fall,2021-11-01
2021-11-01,2021,11,AS,Alaska Airlines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,829.0,129.0,37.22,0.02,37.85,0.0,53.92,15.0,1.0,8555.0,3057.0,1.0,1533.0,0.0,3964.0,15.560916767189385,10.319662243667068,Fall,2021-11-01
2021-11-01,2021,11,B6,JetBlue Airways,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,217.0,73.0,39.01,1.97,14.81,2.37,14.83,0.0,0.0,4340.0,2622.0,111.0,545.0,139.0,923.0,33.6405529953917,20.0,Fall,2021-11-01
2021-11-01,2021,11,B6,JetBlue Airways,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,52.0,3.0,1.44,0.0,0.0,0.0,1.56,0.0,0.0,96.0,45.0,0.0,0.0,0.0,51.0,5.769230769230769,1.8461538461538463,Fall,2021-11-01
2021-11-01,2021,11,B6,JetBlue Airways,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,108.0,13.0,7.16,0.0,2.1,0.85,2.89,1.0,0.0,613.0,418.0,0.0,82.0,22.0,91.0,12.037037037037036,5.675925925925926,Fall,2021-11-01
2021-11-01,2021,11,B6,JetBlue Airways,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,78.0,7.0,5.44,0.0,0.51,0.0,1.04,0.0,0.0,280.0,217.0,0.0,18.0,0.0,45.0,8.974358974358974,3.58974358974359,Fall,2021-11-01
2021-11-01,2021,11,B6,JetBlue Airways,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,792.0,230.0,67.78,2.64,103.21,1.34,55.03,0.0,4.0,12931.0,4872.0,316.0,4038.0,61.0,3644.0,29.040404040404038,16.3270202020202,Fall,2021-11-01
2021-11-01,2021,11,B6,JetBlue Airways,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,806.0,74.0,42.21,0.22,8.69,1.61,21.27,0.0,1.0,5787.0,3834.0,48.0,308.0,47.0,1550.0,9.181141439205955,7.179900744416874,Fall,2021-11-01
2021-11-01,2021,11,B6,JetBlue Airways,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,959.0,252.0,69.2,0.0,120.42,1.11,61.27,7.0,4.0,14686.0,4813.0,0.0,5044.0,39.0,4790.0,26.277372262773724,15.313868613138686,Fall,2021-11-01
2021-11-01,2021,11,B6,JetBlue Airways,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1094.0,297.0,154.2,0.95,66.93,3.48,71.45,0.0,1.0,17792.0,9930.0,110.0,2288.0,84.0,5380.0,27.148080438756857,16.26325411334552,Fall,2021-11-01
2021-11-01,2021,11,B6,JetBlue Airways,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,108.0,20.0,11.6,0.0,6.12,0.0,2.28,0.0,0.0,1269.0,789.0,0.0,196.0,0.0,284.0,18.51851851851852,11.75,Fall,2021-11-01
2021-11-01,2021,11,B6,JetBlue Airways,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,394.0,43.0,30.96,0.76,7.53,0.0,3.75,0.0,0.0,2060.0,1431.0,13.0,225.0,0.0,391.0,10.913705583756345,5.228426395939087,Fall,2021-11-01
2021-11-01,2021,11,DL,Delta Air Lines Inc.,ATL,Atlanta,GA,"Atlanta, GA: Hartsfield-Jackson Atlanta International",Hartsfield-Jackson Atlanta International,16992.0,1387.0,522.72,23.9,394.35,5.04,440.99,5.0,0.0,80813.0,41165.0,2180.0,13189.0,402.0,23877.0,8.162664783427495,4.755943973634651,Fall,2021-11-01
2021-11-01,2021,11,DL,Delta Air Lines Inc.,CLT,Charlotte,NC,"Charlotte, NC: Charlotte Douglas International",Charlotte Douglas International,522.0,41.0,27.06,0.0,11.17,0.0,2.78,0.0,0.0,2253.0,1854.0,0.0,321.0,0.0,78.0,7.854406130268199,4.316091954022989,Fall,2021-11-01
2021-11-01,2021,11,DL,Delta Air Lines Inc.,DEN,Denver,CO,"Denver, CO: Denver International",Denver International,838.0,101.0,45.6,1.61,31.54,1.99,20.27,0.0,0.0,6767.0,3846.0,119.0,996.0,319.0,1487.0,12.052505966587113,8.075178997613365,Fall,2021-11-01
2021-11-01,2021,11,DL,Delta Air Lines Inc.,DFW,Dallas/Fort Worth,TX,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",Dallas/Fort Worth International,955.0,107.0,57.47,1.7,22.7,2.0,23.14,0.0,5.0,10150.0,7222.0,264.0,727.0,233.0,1704.0,11.204188481675391,10.6282722513089,Fall,2021-11-01
2021-11-01,2021,11,DL,Delta Air Lines Inc.,EWR,Newark,NJ,"Newark, NJ: Newark Liberty International",Newark Liberty International,452.0,53.0,24.2,1.0,22.09,0.0,5.7,0.0,1.0,2499.0,1705.0,21.0,570.0,0.0,203.0,11.725663716814159,5.528761061946903,Fall,2021-11-01
2021-11-01,2021,11,DL,Delta Air Lines Inc.,LAX,Los Angeles,CA,"Los Angeles, CA: Los Angeles International",Los Angeles International,2359.0,256.0,92.82,4.25,112.7,4.88,41.36,0.0,1.0,14074.0,6936.0,177.0,3693.0,174.0,3094.0,10.852055955913523,5.96608732513777,Fall,2021-11-01
2021-11-01,2021,11,DL,Delta Air Lines Inc.,LGA,New York,NY,"New York, NY: LaGuardia",LaGuardia,2027.0,232.0,73.06,3.81,89.81,2.96,62.36,0.0,11.0,14740.0,7078.0,301.0,2570.0,154.0,4637.0,11.44548593981253,7.271830291070548,Fall,2021-11-01
2021-11-01,2021,11,DL,Delta Air Lines Inc.,MCO,Orlando,FL,"Orlando, FL: Orlando International",Orlando International,1412.0,180.0,76.91,1.56,66.49,1.84,33.2,1.0,0.0,8630.0,4749.0,83.0,1887.0,103.0,1808.0,12.747875354107649,6.111898016997167,Fall,2021-11-01
2021-11-01,2021,11,DL,Delta Air Lines Inc.,ORD,Chicago,IL,"Chicago, IL: Chicago O'Hare International",Chicago O'Hare International,1027.0,142.0,73.33,1.34,37.0,0.94,29.39,0.0,0.0,8897.0,5800.0,31.0,996.0,97.0,1973.0,13.82667964946446,8.663096397273613,Fall,2021-11-01
2021-11-01,2021,11,DL,Delta Air Lines Inc.,SFO,San Francisco,CA,"San Francisco, CA: San Francisco International",San Francisco International,806.0,86.0,50.65,1.0,24.75,0.9,8.71,0.0,1.0,5315.0,3997.0,18.0,696.0,112.0,492.0,10.669975186104217,6.594292803970223,Fall,2021-11-01
